species,assembly_type,software,field,operator,value,severity,source,special_field
Streptococcus gordonii,all,Checkm,Contamination,<=,1,warn,qualibact-v1.0,
Streptococcus gordonii,all,Checkm,GC,<=,40.69,fail,qualibact-v1.0,
Streptococcus gordonii,all,Checkm,GC,<=,40.64,warn,qualibact-v1.0,
Streptococcus gordonii,all,Checkm,GC,>=,40.17,fail,qualibact-v1.0,
Streptococcus gordonii,all,Checkm,GC,>=,40.25,warn,qualibact-v1.0,
Streptococcus gordonii,all,Checkm,Genome size (bp),<=,2400000,fail,qualibact-v1.0,
Streptococcus gordonii,all,Checkm,Genome size (bp),<=,2300000,warn,qualibact-v1.0,
Streptococcus gordonii,all,Checkm,Genome size (bp),>=,2100000,fail,qualibact-v1.0,
Streptococcus gordonii,all,Checkm,Genome size (bp),>=,2100000,warn,qualibact-v1.0,
Streptococcus gordonii,all,Checkm,Total_Coding_Sequences,<=,2300,fail,qualibact-v1.0,
Streptococcus gordonii,all,Checkm,Total_Coding_Sequences,<=,2300,warn,qualibact-v1.0,
Streptococcus gordonii,all,Checkm,Total_Coding_Sequences,>=,2000,fail,qualibact-v1.0,
Streptococcus gordonii,all,Checkm,Total_Coding_Sequences,>=,2000,warn,qualibact-v1.0,
Streptococcus gordonii,all,Quast,GC (%),<=,40.69,fail,qualibact-v1.0,
Streptococcus gordonii,all,Quast,GC (%),<=,40.64,warn,qualibact-v1.0,
Streptococcus gordonii,all,Quast,GC (%),>=,40.17,fail,qualibact-v1.0,
Streptococcus gordonii,all,Quast,GC (%),>=,40.25,warn,qualibact-v1.0,
Streptococcus gordonii,all,Quast,Total length (>= 0 bp),<=,2400000,fail,qualibact-v1.0,
Streptococcus gordonii,all,Quast,Total length (>= 0 bp),<=,2300000,warn,qualibact-v1.0,
Streptococcus gordonii,all,Quast,Total length (>= 0 bp),>=,2100000,fail,qualibact-v1.0,
Streptococcus gordonii,all,Quast,Total length (>= 0 bp),>=,2100000,warn,qualibact-v1.0,
Streptococcus gordonii,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Streptococcus gordonii,all,Speciator,genusName,regex,^Streptococcus,fail,qualibact-v1.0,
Streptococcus gordonii,all,Speciator,speciesName,regex,^Streptococcus gordonii,fail,qualibact-v1.0,species_field
Streptococcus gordonii,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Streptococcus gordonii,all,Sylph,species_name,regex,^Streptococcus gordonii,fail,qualibact-v1.0,species_field
Streptococcus gordonii,short,Checkm,# contigs,<=,70,fail,qualibact-v1.0,
Streptococcus gordonii,short,Checkm,# contigs,<=,50,warn,qualibact-v1.0,
Streptococcus gordonii,short,Checkm,N50 (scaffolds),>=,104000,fail,qualibact-v1.0,
Streptococcus gordonii,short,Checkm,N50 (scaffolds),>=,148000,warn,qualibact-v1.0,
Streptococcus gordonii,short,Quast,# contigs (>= 0 bp),<=,70,fail,qualibact-v1.0,
Streptococcus gordonii,short,Quast,# contigs (>= 0 bp),<=,50,warn,qualibact-v1.0,
Streptococcus gordonii,short,Quast,N50,>=,104000,fail,qualibact-v1.0,
Streptococcus gordonii,short,Quast,N50,>=,148000,warn,qualibact-v1.0,
Streptococcus mitis,all,Checkm,Completeness,>=,92,fail,qualibact-v1.0,
Streptococcus mitis,all,Checkm,Completeness,>=,99,warn,qualibact-v1.0,
Streptococcus mitis,all,Checkm,Contamination,<=,2,fail,qualibact-v1.0,
Streptococcus mitis,all,Checkm,Contamination,<=,1,warn,qualibact-v1.0,
Streptococcus mitis,all,Checkm,GC,<=,41.19,fail,qualibact-v1.0,
Streptococcus mitis,all,Checkm,GC,<=,40.72,warn,qualibact-v1.0,
Streptococcus mitis,all,Checkm,GC,>=,39.25,fail,qualibact-v1.0,
Streptococcus mitis,all,Checkm,GC,>=,39.44,warn,qualibact-v1.0,
Streptococcus mitis,all,Checkm,Genome size (bp),<=,2300000,fail,qualibact-v1.0,
Streptococcus mitis,all,Checkm,Genome size (bp),<=,2300000,warn,qualibact-v1.0,
Streptococcus mitis,all,Checkm,Genome size (bp),>=,1800000,fail,qualibact-v1.0,
Streptococcus mitis,all,Checkm,Genome size (bp),>=,1800000,warn,qualibact-v1.0,
Streptococcus mitis,all,Checkm,Total_Coding_Sequences,<=,2300,fail,qualibact-v1.0,
Streptococcus mitis,all,Checkm,Total_Coding_Sequences,<=,2200,warn,qualibact-v1.0,
Streptococcus mitis,all,Checkm,Total_Coding_Sequences,>=,1700,fail,qualibact-v1.0,
Streptococcus mitis,all,Checkm,Total_Coding_Sequences,>=,1700,warn,qualibact-v1.0,
Streptococcus mitis,all,Quast,GC (%),<=,41.19,fail,qualibact-v1.0,
Streptococcus mitis,all,Quast,GC (%),<=,40.72,warn,qualibact-v1.0,
Streptococcus mitis,all,Quast,GC (%),>=,39.25,fail,qualibact-v1.0,
Streptococcus mitis,all,Quast,GC (%),>=,39.44,warn,qualibact-v1.0,
Streptococcus mitis,all,Quast,Total length (>= 0 bp),<=,2300000,fail,qualibact-v1.0,
Streptococcus mitis,all,Quast,Total length (>= 0 bp),<=,2300000,warn,qualibact-v1.0,
Streptococcus mitis,all,Quast,Total length (>= 0 bp),>=,1800000,fail,qualibact-v1.0,
Streptococcus mitis,all,Quast,Total length (>= 0 bp),>=,1800000,warn,qualibact-v1.0,
Streptococcus mitis,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Streptococcus mitis,all,Speciator,genusName,regex,^Streptococcus,fail,qualibact-v1.0,
Streptococcus mitis,all,Speciator,speciesName,regex,^Streptococcus mitis,fail,qualibact-v1.0,species_field
Streptococcus mitis,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Streptococcus mitis,all,Sylph,species_name,regex,^Streptococcus mitis,fail,qualibact-v1.0,species_field
Streptococcus mitis,short,Checkm,# contigs,<=,170,fail,qualibact-v1.0,
Streptococcus mitis,short,Checkm,# contigs,<=,120,warn,qualibact-v1.0,
Streptococcus mitis,short,Checkm,N50 (scaffolds),>=,41000,fail,qualibact-v1.0,
Streptococcus mitis,short,Checkm,N50 (scaffolds),>=,55000,warn,qualibact-v1.0,
Streptococcus mitis,short,Quast,# contigs (>= 0 bp),<=,170,fail,qualibact-v1.0,
Streptococcus mitis,short,Quast,# contigs (>= 0 bp),<=,120,warn,qualibact-v1.0,
Streptococcus mitis,short,Quast,N50,>=,41000,fail,qualibact-v1.0,
Streptococcus mitis,short,Quast,N50,>=,55000,warn,qualibact-v1.0,
Streptococcus mutans,all,Checkm,Completeness,>=,94,fail,qualibact-v1.0,
Streptococcus mutans,all,Checkm,Completeness,>=,100,warn,qualibact-v1.0,
Streptococcus mutans,all,Checkm,Contamination,<=,3,fail,qualibact-v1.0,
Streptococcus mutans,all,Checkm,Contamination,<=,1,warn,qualibact-v1.0,
Streptococcus mutans,all,Checkm,GC,<=,37.06,fail,qualibact-v1.0,
Streptococcus mutans,all,Checkm,GC,<=,36.91,warn,qualibact-v1.0,
Streptococcus mutans,all,Checkm,GC,>=,36.56,fail,qualibact-v1.0,
Streptococcus mutans,all,Checkm,GC,>=,36.59,warn,qualibact-v1.0,
Streptococcus mutans,all,Checkm,Genome size (bp),<=,2200000,fail,qualibact-v1.0,
Streptococcus mutans,all,Checkm,Genome size (bp),<=,2100000,warn,qualibact-v1.0,
Streptococcus mutans,all,Checkm,Genome size (bp),>=,1900000,fail,qualibact-v1.0,
Streptococcus mutans,all,Checkm,Genome size (bp),>=,1900000,warn,qualibact-v1.0,
Streptococcus mutans,all,Checkm,Total_Coding_Sequences,<=,2100,fail,qualibact-v1.0,
Streptococcus mutans,all,Checkm,Total_Coding_Sequences,<=,2000,warn,qualibact-v1.0,
Streptococcus mutans,all,Checkm,Total_Coding_Sequences,>=,1800,fail,qualibact-v1.0,
Streptococcus mutans,all,Checkm,Total_Coding_Sequences,>=,1800,warn,qualibact-v1.0,
Streptococcus mutans,all,Quast,GC (%),<=,37.06,fail,qualibact-v1.0,
Streptococcus mutans,all,Quast,GC (%),<=,36.91,warn,qualibact-v1.0,
Streptococcus mutans,all,Quast,GC (%),>=,36.56,fail,qualibact-v1.0,
Streptococcus mutans,all,Quast,GC (%),>=,36.59,warn,qualibact-v1.0,
Streptococcus mutans,all,Quast,Total length (>= 0 bp),<=,2200000,fail,qualibact-v1.0,
Streptococcus mutans,all,Quast,Total length (>= 0 bp),<=,2100000,warn,qualibact-v1.0,
Streptococcus mutans,all,Quast,Total length (>= 0 bp),>=,1900000,fail,qualibact-v1.0,
Streptococcus mutans,all,Quast,Total length (>= 0 bp),>=,1900000,warn,qualibact-v1.0,
Streptococcus mutans,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Streptococcus mutans,all,Speciator,genusName,regex,^Streptococcus,fail,qualibact-v1.0,
Streptococcus mutans,all,Speciator,speciesName,regex,^Streptococcus mutans,fail,qualibact-v1.0,species_field
Streptococcus mutans,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Streptococcus mutans,all,Sylph,species_name,regex,^Streptococcus mutans,fail,qualibact-v1.0,species_field
Streptococcus mutans,short,Checkm,# contigs,<=,90,fail,qualibact-v1.0,
Streptococcus mutans,short,Checkm,# contigs,<=,60,warn,qualibact-v1.0,
Streptococcus mutans,short,Checkm,N50 (scaffolds),>=,74000,fail,qualibact-v1.0,
Streptococcus mutans,short,Checkm,N50 (scaffolds),>=,109000,warn,qualibact-v1.0,
Streptococcus mutans,short,Quast,# contigs (>= 0 bp),<=,90,fail,qualibact-v1.0,
Streptococcus mutans,short,Quast,# contigs (>= 0 bp),<=,60,warn,qualibact-v1.0,
Streptococcus mutans,short,Quast,N50,>=,74000,fail,qualibact-v1.0,
Streptococcus mutans,short,Quast,N50,>=,109000,warn,qualibact-v1.0,
Streptococcus oralis,all,Checkm,Completeness,>=,96,fail,qualibact-v1.0,
Streptococcus oralis,all,Checkm,Completeness,>=,99,warn,qualibact-v1.0,
Streptococcus oralis,all,Checkm,Contamination,<=,2,fail,qualibact-v1.0,
Streptococcus oralis,all,Checkm,Contamination,<=,1,warn,qualibact-v1.0,
Streptococcus oralis,all,Checkm,GC,<=,41.51,fail,qualibact-v1.0,
Streptococcus oralis,all,Checkm,GC,<=,41.39,warn,qualibact-v1.0,
Streptococcus oralis,all,Checkm,GC,>=,39.39,fail,qualibact-v1.0,
Streptococcus oralis,all,Checkm,GC,>=,39.86,warn,qualibact-v1.0,
Streptococcus oralis,all,Checkm,Genome size (bp),<=,2200000,fail,qualibact-v1.0,
Streptococcus oralis,all,Checkm,Genome size (bp),<=,2200000,warn,qualibact-v1.0,
Streptococcus oralis,all,Checkm,Genome size (bp),>=,1700000,fail,qualibact-v1.0,
Streptococcus oralis,all,Checkm,Genome size (bp),>=,1800000,warn,qualibact-v1.0,
Streptococcus oralis,all,Checkm,Total_Coding_Sequences,<=,2200,fail,qualibact-v1.0,
Streptococcus oralis,all,Checkm,Total_Coding_Sequences,<=,2100,warn,qualibact-v1.0,
Streptococcus oralis,all,Checkm,Total_Coding_Sequences,>=,1700,fail,qualibact-v1.0,
Streptococcus oralis,all,Checkm,Total_Coding_Sequences,>=,1700,warn,qualibact-v1.0,
Streptococcus oralis,all,Quast,GC (%),<=,41.51,fail,qualibact-v1.0,
Streptococcus oralis,all,Quast,GC (%),<=,41.39,warn,qualibact-v1.0,
Streptococcus oralis,all,Quast,GC (%),>=,39.39,fail,qualibact-v1.0,
Streptococcus oralis,all,Quast,GC (%),>=,39.86,warn,qualibact-v1.0,
Streptococcus oralis,all,Quast,Total length (>= 0 bp),<=,2200000,fail,qualibact-v1.0,
Streptococcus oralis,all,Quast,Total length (>= 0 bp),<=,2200000,warn,qualibact-v1.0,
Streptococcus oralis,all,Quast,Total length (>= 0 bp),>=,1700000,fail,qualibact-v1.0,
Streptococcus oralis,all,Quast,Total length (>= 0 bp),>=,1800000,warn,qualibact-v1.0,
Streptococcus oralis,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Streptococcus oralis,all,Speciator,genusName,regex,^Streptococcus,fail,qualibact-v1.0,
Streptococcus oralis,all,Speciator,speciesName,regex,^Streptococcus oralis,fail,qualibact-v1.0,species_field
Streptococcus oralis,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Streptococcus oralis,all,Sylph,species_name,regex,^Streptococcus oralis,fail,qualibact-v1.0,species_field
Streptococcus oralis,short,Checkm,# contigs,<=,120,fail,qualibact-v1.0,
Streptococcus oralis,short,Checkm,# contigs,<=,80,warn,qualibact-v1.0,
Streptococcus oralis,short,Checkm,N50 (scaffolds),>=,54000,fail,qualibact-v1.0,
Streptococcus oralis,short,Checkm,N50 (scaffolds),>=,84000,warn,qualibact-v1.0,
Streptococcus oralis,short,Quast,# contigs (>= 0 bp),<=,120,fail,qualibact-v1.0,
Streptococcus oralis,short,Quast,# contigs (>= 0 bp),<=,80,warn,qualibact-v1.0,
Streptococcus oralis,short,Quast,N50,>=,54000,fail,qualibact-v1.0,
Streptococcus oralis,short,Quast,N50,>=,84000,warn,qualibact-v1.0,
Streptococcus parasanguinis,all,Checkm,Completeness,>=,97,fail,qualibact-v1.0,
Streptococcus parasanguinis,all,Checkm,Completeness,>=,99,warn,qualibact-v1.0,
Streptococcus parasanguinis,all,Checkm,Contamination,<=,2,fail,qualibact-v1.0,
Streptococcus parasanguinis,all,Checkm,Contamination,<=,1,warn,qualibact-v1.0,
Streptococcus parasanguinis,all,Checkm,GC,<=,42.18,fail,qualibact-v1.0,
Streptococcus parasanguinis,all,Checkm,GC,<=,42.08,warn,qualibact-v1.0,
Streptococcus parasanguinis,all,Checkm,GC,>=,41.29,fail,qualibact-v1.0,
Streptococcus parasanguinis,all,Checkm,GC,>=,41.33,warn,qualibact-v1.0,
Streptococcus parasanguinis,all,Checkm,Genome size (bp),<=,2300000,fail,qualibact-v1.0,
Streptococcus parasanguinis,all,Checkm,Genome size (bp),<=,2300000,warn,qualibact-v1.0,
Streptococcus parasanguinis,all,Checkm,Genome size (bp),>=,2000000,fail,qualibact-v1.0,
Streptococcus parasanguinis,all,Checkm,Genome size (bp),>=,2000000,warn,qualibact-v1.0,
Streptococcus parasanguinis,all,Checkm,Total_Coding_Sequences,<=,2200,fail,qualibact-v1.0,
Streptococcus parasanguinis,all,Checkm,Total_Coding_Sequences,<=,2200,warn,qualibact-v1.0,
Streptococcus parasanguinis,all,Checkm,Total_Coding_Sequences,>=,1900,fail,qualibact-v1.0,
Streptococcus parasanguinis,all,Checkm,Total_Coding_Sequences,>=,1900,warn,qualibact-v1.0,
Streptococcus parasanguinis,all,Quast,GC (%),<=,42.18,fail,qualibact-v1.0,
Streptococcus parasanguinis,all,Quast,GC (%),<=,42.08,warn,qualibact-v1.0,
Streptococcus parasanguinis,all,Quast,GC (%),>=,41.29,fail,qualibact-v1.0,
Streptococcus parasanguinis,all,Quast,GC (%),>=,41.33,warn,qualibact-v1.0,
Streptococcus parasanguinis,all,Quast,Total length (>= 0 bp),<=,2300000,fail,qualibact-v1.0,
Streptococcus parasanguinis,all,Quast,Total length (>= 0 bp),<=,2300000,warn,qualibact-v1.0,
Streptococcus parasanguinis,all,Quast,Total length (>= 0 bp),>=,2000000,fail,qualibact-v1.0,
Streptococcus parasanguinis,all,Quast,Total length (>= 0 bp),>=,2000000,warn,qualibact-v1.0,
Streptococcus parasanguinis,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Streptococcus parasanguinis,all,Speciator,genusName,regex,^Streptococcus,fail,qualibact-v1.0,
Streptococcus parasanguinis,all,Speciator,speciesName,regex,^Streptococcus parasanguinis,fail,qualibact-v1.0,species_field
Streptococcus parasanguinis,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Streptococcus parasanguinis,all,Sylph,species_name,regex,^Streptococcus parasanguinis,fail,qualibact-v1.0,species_field
Streptococcus parasanguinis,short,Checkm,# contigs,<=,90,fail,qualibact-v1.0,
Streptococcus parasanguinis,short,Checkm,# contigs,<=,80,warn,qualibact-v1.0,
Streptococcus parasanguinis,short,Checkm,N50 (scaffolds),>=,59000,fail,qualibact-v1.0,
Streptococcus parasanguinis,short,Checkm,N50 (scaffolds),>=,71000,warn,qualibact-v1.0,
Streptococcus parasanguinis,short,Quast,# contigs (>= 0 bp),<=,90,fail,qualibact-v1.0,
Streptococcus parasanguinis,short,Quast,# contigs (>= 0 bp),<=,80,warn,qualibact-v1.0,
Streptococcus parasanguinis,short,Quast,N50,>=,59000,fail,qualibact-v1.0,
Streptococcus parasanguinis,short,Quast,N50,>=,71000,warn,qualibact-v1.0,
Streptococcus pneumoniae,all,Checkm,Completeness,>=,97,fail,qualibact-v1.0,
Streptococcus pneumoniae,all,Checkm,Completeness,>=,100,warn,qualibact-v1.0,
Streptococcus pneumoniae,all,Checkm,Contamination,<=,3,fail,qualibact-v1.0,
Streptococcus pneumoniae,all,Checkm,Contamination,<=,1,warn,qualibact-v1.0,
Streptococcus pneumoniae,all,Checkm,GC,<=,39.95,fail,qualibact-v1.0,
Streptococcus pneumoniae,all,Checkm,GC,<=,39.79,warn,qualibact-v1.0,
Streptococcus pneumoniae,all,Checkm,GC,>=,39.38,fail,qualibact-v1.0,
Streptococcus pneumoniae,all,Checkm,GC,>=,39.43,warn,qualibact-v1.0,
Streptococcus pneumoniae,all,Checkm,Genome size (bp),<=,2400000,fail,qualibact-v1.0,
Streptococcus pneumoniae,all,Checkm,Genome size (bp),<=,2200000,warn,qualibact-v1.0,
Streptococcus pneumoniae,all,Checkm,Genome size (bp),>=,1900000,fail,qualibact-v1.0,
Streptococcus pneumoniae,all,Checkm,Genome size (bp),>=,1900000,warn,qualibact-v1.0,
Streptococcus pneumoniae,all,Checkm,Total_Coding_Sequences,<=,2500,fail,qualibact-v1.0,
Streptococcus pneumoniae,all,Checkm,Total_Coding_Sequences,<=,2300,warn,qualibact-v1.0,
Streptococcus pneumoniae,all,Checkm,Total_Coding_Sequences,>=,1900,fail,qualibact-v1.0,
Streptococcus pneumoniae,all,Checkm,Total_Coding_Sequences,>=,1900,warn,qualibact-v1.0,
Streptococcus pneumoniae,all,Quast,GC (%),<=,39.95,fail,qualibact-v1.0,
Streptococcus pneumoniae,all,Quast,GC (%),<=,39.79,warn,qualibact-v1.0,
Streptococcus pneumoniae,all,Quast,GC (%),>=,39.38,fail,qualibact-v1.0,
Streptococcus pneumoniae,all,Quast,GC (%),>=,39.43,warn,qualibact-v1.0,
Streptococcus pneumoniae,all,Quast,Ns per 100 kbp,<=,1000,fail,custom,
Streptococcus pneumoniae,all,Quast,Total length (>= 0 bp),<=,2400000,fail,qualibact-v1.0,
Streptococcus pneumoniae,all,Quast,Total length (>= 0 bp),<=,2200000,warn,qualibact-v1.0,
Streptococcus pneumoniae,all,Quast,Total length (>= 0 bp),>=,1900000,fail,qualibact-v1.0,
Streptococcus pneumoniae,all,Quast,Total length (>= 0 bp),>=,1900000,warn,qualibact-v1.0,
Streptococcus pneumoniae,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Streptococcus pneumoniae,all,Speciator,genusName,regex,^Streptococcus,fail,qualibact-v1.0,
Streptococcus pneumoniae,all,Speciator,speciesName,regex,^Streptococcus pneumoniae,fail,qualibact-v1.0,species_field
Streptococcus pneumoniae,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Streptococcus pneumoniae,all,Sylph,species_name,regex,^Streptococcus pneumoniae,fail,qualibact-v1.0,species_field
Streptococcus pneumoniae,short,Ariba,percent,=,100,fail,custom,
Streptococcus pneumoniae,short,Checkm,# contigs,<=,210,fail,qualibact-v1.0,
Streptococcus pneumoniae,short,Checkm,# contigs,<=,180,warn,qualibact-v1.0,
Streptococcus pneumoniae,short,Checkm,N50 (scaffolds),>=,25000,fail,qualibact-v1.0,
Streptococcus pneumoniae,short,Checkm,N50 (scaffolds),>=,33000,warn,qualibact-v1.0,
Streptococcus pneumoniae,short,Quast,# contigs (>= 0 bp),<=,210,fail,qualibact-v1.0,
Streptococcus pneumoniae,short,Quast,# contigs (>= 0 bp),<=,180,warn,qualibact-v1.0,
Streptococcus pneumoniae,short,Quast,N50,>=,25000,fail,qualibact-v1.0,
Streptococcus pneumoniae,short,Quast,N50,>=,33000,warn,qualibact-v1.0,
Streptococcus pseudopneumoniae,all,Checkm,Completeness,>=,98,fail,qualibact-v1.0,
Streptococcus pseudopneumoniae,all,Checkm,Completeness,>=,99,warn,qualibact-v1.0,
Streptococcus pseudopneumoniae,all,Checkm,Contamination,<=,1,fail,qualibact-v1.0,
Streptococcus pseudopneumoniae,all,Checkm,Contamination,<=,1,warn,qualibact-v1.0,
Streptococcus pseudopneumoniae,all,Checkm,GC,<=,39.99,fail,qualibact-v1.0,
Streptococcus pseudopneumoniae,all,Checkm,GC,<=,39.93,warn,qualibact-v1.0,
Streptococcus pseudopneumoniae,all,Checkm,GC,>=,39.51,fail,qualibact-v1.0,
Streptococcus pseudopneumoniae,all,Checkm,GC,>=,39.6,warn,qualibact-v1.0,
Streptococcus pseudopneumoniae,all,Checkm,Genome size (bp),<=,2400000,fail,qualibact-v1.0,
Streptococcus pseudopneumoniae,all,Checkm,Genome size (bp),<=,2400000,warn,qualibact-v1.0,
Streptococcus pseudopneumoniae,all,Checkm,Genome size (bp),>=,2000000,fail,qualibact-v1.0,
Streptococcus pseudopneumoniae,all,Checkm,Genome size (bp),>=,2100000,warn,qualibact-v1.0,
Streptococcus pseudopneumoniae,all,Checkm,Total_Coding_Sequences,<=,2500,fail,qualibact-v1.0,
Streptococcus pseudopneumoniae,all,Checkm,Total_Coding_Sequences,<=,2500,warn,qualibact-v1.0,
Streptococcus pseudopneumoniae,all,Checkm,Total_Coding_Sequences,>=,1900,fail,qualibact-v1.0,
Streptococcus pseudopneumoniae,all,Checkm,Total_Coding_Sequences,>=,2100,warn,qualibact-v1.0,
Streptococcus pseudopneumoniae,all,Quast,GC (%),<=,39.99,fail,qualibact-v1.0,
Streptococcus pseudopneumoniae,all,Quast,GC (%),<=,39.93,warn,qualibact-v1.0,
Streptococcus pseudopneumoniae,all,Quast,GC (%),>=,39.51,fail,qualibact-v1.0,
Streptococcus pseudopneumoniae,all,Quast,GC (%),>=,39.6,warn,qualibact-v1.0,
Streptococcus pseudopneumoniae,all,Quast,Total length (>= 0 bp),<=,2400000,fail,qualibact-v1.0,
Streptococcus pseudopneumoniae,all,Quast,Total length (>= 0 bp),<=,2400000,warn,qualibact-v1.0,
Streptococcus pseudopneumoniae,all,Quast,Total length (>= 0 bp),>=,2000000,fail,qualibact-v1.0,
Streptococcus pseudopneumoniae,all,Quast,Total length (>= 0 bp),>=,2100000,warn,qualibact-v1.0,
Streptococcus pseudopneumoniae,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Streptococcus pseudopneumoniae,all,Speciator,genusName,regex,^Streptococcus,fail,qualibact-v1.0,
Streptococcus pseudopneumoniae,all,Speciator,speciesName,regex,^Streptococcus pseudopneumoniae,fail,qualibact-v1.0,species_field
Streptococcus pseudopneumoniae,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Streptococcus pseudopneumoniae,all,Sylph,species_name,regex,^Streptococcus pseudopneumoniae,fail,qualibact-v1.0,species_field
Streptococcus pseudopneumoniae,short,Checkm,# contigs,<=,270,fail,qualibact-v1.0,
Streptococcus pseudopneumoniae,short,Checkm,# contigs,<=,230,warn,qualibact-v1.0,
Streptococcus pseudopneumoniae,short,Checkm,N50 (scaffolds),>=,27000,fail,qualibact-v1.0,
Streptococcus pseudopneumoniae,short,Checkm,N50 (scaffolds),>=,35000,warn,qualibact-v1.0,
Streptococcus pseudopneumoniae,short,Quast,# contigs (>= 0 bp),<=,270,fail,qualibact-v1.0,
Streptococcus pseudopneumoniae,short,Quast,# contigs (>= 0 bp),<=,230,warn,qualibact-v1.0,
Streptococcus pseudopneumoniae,short,Quast,N50,>=,27000,fail,qualibact-v1.0,
Streptococcus pseudopneumoniae,short,Quast,N50,>=,35000,warn,qualibact-v1.0,
Streptococcus pyogenes,all,Checkm,Completeness,>=,97,fail,qualibact-v1.0,
